unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_label,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score,total_charges_imputed,avg_monthly_spend,estimated_customer_lifetime_value,monthly_charge_to_tenure_ratio,is_month_to_month_contract,is_electronic_check,no_tech_support_flag,no_online_security_flag,payment_risk_score,customer_value_segment,tenure_segment,activity_line_count,invoice_count,first_activity_date,last_activity_date,active_day_count,total_quantity,net_activity_revenue,avg_unit_price,distinct_product_count,return_line_count,countries_count,primary_activity_country,anonymous_activity_line_count,avg_activity_mapping_confidence,gross_activity_revenue,return_amount,avg_invoice_value,return_rate,purchase_frequency_per_active_day,activity_span_days,inactivity_days,activity_recency_score,activity_frequency_score,activity_monetary_score,recency_frequency_metrics,engagement_score,support_ticket_count,open_ticket_count,closed_ticket_count,critical_ticket_count,high_priority_ticket_count,low_satisfaction_ticket_count,complaint_ticket_count,refund_or_cancel_ticket_count,unresolved_ticket_count,avg_satisfaction_rating,min_satisfaction_rating,avg_resolution_hours,max_resolution_hours,latest_support_time,primary_ticket_type,primary_ticket_priority,primary_ticket_channel,avg_support_mapping_confidence,open_ticket_rate,critical_ticket_rate,low_satisfaction_rate,complaint_frequency,support_burden_score,has_activity_flag,has_support_flag,no_activity_flag,support_to_tenure_ratio,complaints_per_tenure_month,monthly_spend_per_invoice,customer_health_score,activity_status
CUST0001533,2239-CGBUZ,female,0,yes,no,51,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,bank_transfer_automatic,60.5,3145.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,3145.15,61.66960784313726,3085.5,1.1634615384615385,0,0,0,0,0.2,established_value,49_plus_months,103.0,5.0,2010-04-14 13:50:00,2011-10-16 12:19:00,5.0,925.0,2416.9,4.464077669902912,94.0,1.0,1.0,United Kingdom,1.0,0.6956310679611649,2416.9,0.0,483.38,0.009708737864077669,1.0,549.0,54.0,0.926829268292683,0.00784313725490196,0.004237346006555167,0.5592,0.4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,12.333921568627451,0.6845,active_31_90_days
CUST0001534,2239-JALAW,male,0,no,no,58,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_automatic,103.25,6017.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,6017.65,103.75258620689655,5988.5,1.75,0,0,1,1,0.2,high_value,49_plus_months,34.0,2.0,2010-03-04 10:49:00,2010-04-26 13:33:00,2.0,218.0,476.12,4.408235294117647,34.0,0.0,1.0,United Kingdom,9.0,0.5808823529411765,476.12,0.0,238.06,0.0,1.0,53.0,591.0,0.19918699186991873,0.00196078431372549,0.000834740858389278,0.1203,0.0905,4.0,3.0,1.0,1.0,4.0,0.0,4.0,1.0,3.0,5.0,5.0,-8.183333333333334,-8.183333333333334,2023-06-01 12:56:06,billing_inquiry,high,chat,0.55,0.75,0.25,0.0,1.0,0.4072,1,1,0,0.06779661016949153,0.06779661016949153,51.876293103448276,0.4652,inactive_90_plus_days
CUST0001535,2240-HSJQD,male,0,no,yes,38,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,mailed_check,81.85,3141.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,3141.7,82.67631578947368,3110.2999999999997,2.0987179487179484,1,0,1,1,0.55,established_value,25_48_months,223.0,17.0,2010-05-26 14:29:00,2011-11-18 13:44:00,14.0,2535.0,4293.86,2.5401345291479824,148.0,0.0,1.0,United Kingdom,0.0,0.7,4293.86,0.0,252.57999999999998,0.0,1.2142857142857142,540.0,20.0,0.9728997289972899,0.03137254901960784,0.007528060955648544,0.5963,0.4503,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,2023-06-01 07:19:40,billing_inquiry,high,phone,0.65,1.0,0.0,0.0,1.0,0.3081,1,1,0,0.05128205128205128,0.05128205128205128,4.863312693498451,0.5223,active_0_30_days
CUST0001536,2242-MFOTG,male,0,no,no,33,yes,yes,fiber_optic,yes,no,no,no,no,no,one_year,no,bank_transfer_automatic,80.1,2603.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,2603.3,78.88787878787879,2643.2999999999997,2.355882352941176,0,0,1,0,0.0,established_value,25_48_months,467.0,51.0,2010-03-04 14:41:00,2011-12-06 12:50:00,39.0,29446.0,44392.5,2.818800856531049,182.0,10.0,1.0,United Kingdom,0.0,0.7,45179.1,786.6,870.4411764705883,0.021413276231263382,1.3076923076923077,641.0,3.0,0.9959349593495935,0.09803921568627451,0.07782960924986564,0.6368,0.4981,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 21:37:29,cancellation_request,low,social_media,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.029411764705882353,0.029411764705882353,1.5468211527035056,0.6555,active_0_30_days
CUST0001537,2243-FNMMI,male,0,no,no,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.4,415.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,415.4,20.77,388.0,0.9238095238095237,1,0,0,0,0.35,low_value,13_24_months,68.0,8.0,2010-08-12 14:35:00,2011-12-07 11:16:00,8.0,1074.0,1135.43,3.5870588235294116,56.0,1.0,1.0,United Kingdom,2.0,0.6867647058823528,1195.28,59.85,141.92875,0.014705882352941176,1.0,481.0,2.0,0.997289972899729,0.013725490196078431,0.001990653223643069,0.6039,0.454,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,-1.15,-1.15,2023-06-01 07:42:16,billing_inquiry,low,social_media,0.65,0.0,0.0,0.0,1.0,0.0473,1,1,0,0.047619047619047616,0.047619047619047616,2.59625,0.5914,active_0_30_days
CUST0001538,2245-ADZFJ,female,0,yes,yes,31,yes,yes,dsl,no,yes,no,yes,yes,yes,two_year,no,bank_transfer_automatic,80.55,2471.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,2471.6,79.7290322580645,2497.0499999999997,2.5171875,0,0,0,1,0.0,established_value,25_48_months,337.0,27.0,2009-12-08 17:26:00,2011-12-08 19:20:00,24.0,3685.0,6342.74,3.2720474777448074,203.0,20.0,1.0,United Kingdom,1.0,0.6986646884272997,6560.02,217.28,234.91629629629628,0.05934718100890208,1.125,730.0,0.0,1.0,0.050980392156862744,0.011120188675417982,0.6204,0.4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2.952927120669056,0.7026,active_0_30_days
CUST0001539,2249-YPRNG,female,0,yes,yes,20,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,bank_transfer_automatic,105.85,2239.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,2239.65,111.9825,2117.0,5.04047619047619,1,0,1,1,0.55,established_value,13_24_months,186.0,14.0,2010-08-26 19:57:00,2011-12-02 16:30:00,9.0,745.0,1788.93,3.561935483870968,108.0,4.0,1.0,United Kingdom,0.0,0.7,1825.03,36.1,127.7807142857143,0.021505376344086023,1.5555555555555556,462.0,6.0,0.991869918699187,0.025490196078431372,0.0031363794081288986,0.6053,0.4559,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,,technical_issue,high,email,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.047619047619047616,0.047619047619047616,7.99875,0.5016,active_0_30_days
CUST0001540,2250-IVBWA,male,0,yes,yes,64,yes,no,fiber_optic,yes,yes,no,no,no,no,month_to_month,no,electronic_check,81.05,5135.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5135.35,80.23984375,5187.2,1.2469230769230768,1,1,1,0,0.8,high_value,49_plus_months,28.0,2.0,2011-05-23 08:52:00,2011-06-03 15:07:00,2.0,182.0,506.8,3.960714285714286,28.0,0.0,1.0,United Kingdom,0.0,0.7,506.8,0.0,253.40000000000003,0.0,1.0,11.0,188.0,0.7452574525745257,0.00196078431372549,0.0008885295031330045,0.4479,0.3362,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,12.233333333333333,12.233333333333333,2023-06-01 03:32:15,product_inquiry,high,email,0.65,0.0,0.0,0.0,0.0,0.0759,1,1,0,0.015384615384615385,0.0,40.119921875,0.5388,inactive_90_plus_days
CUST0001541,2251-PYLPB,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,no,credit_card_automatic,79.55,5810.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5810.9,80.70694444444445,5727.599999999999,1.0897260273972602,0,0,0,0,0.0,high_value,49_plus_months,129.0,2.0,2010-12-09 16:27:00,2011-09-29 13:17:00,2.0,365.0,2689.72,12.767131782945738,127.0,0.0,1.0,United Kingdom,113.0,0.3058139534883721,2689.72,0.0,1344.86,0.0,1.0,293.0,70.0,0.9051490514905149,0.00196078431372549,0.004715658198829725,0.5439,0.4089,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 05:49:41,technical_issue,low,email,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.0136986301369863,0.0136986301369863,40.35347222222222,0.7011,active_31_90_days
CUST0001542,2252-ISRNH,male,0,yes,yes,9,yes,yes,fiber_optic,no,no,yes,no,yes,no,one_year,yes,electronic_check,90.35,767.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,767.9,85.32222222222222,813.15,9.035,0,1,1,1,0.65,emerging_value,7_12_months,21.0,3.0,2010-01-13 16:38:00,2011-09-02 15:10:00,3.0,293.0,349.55,3.4871428571428575,21.0,0.0,1.0,United Kingdom,2.0,0.6571428571428571,349.55,0.0,116.51666666666667,0.0,1.0,596.0,97.0,0.8685636856368564,0.00392156862745098,0.0006128364005922292,0.5227,0.3923,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 07:41:46,technical_issue,high,chat,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.1,0.1,28.44074074074074,0.4332,inactive_90_plus_days
CUST0001543,2252-JHJGE,male,0,no,no,61,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,no,electronic_check,104.0,6363.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,6363.45,104.31885245901638,6344.0,1.6774193548387097,0,1,1,0,0.45,high_value,49_plus_months,172.0,8.0,2010-05-13 11:57:00,2011-08-12 10:13:00,6.0,778.0,2001.5900000000001,4.164767441860465,125.0,1.0,1.0,United Kingdom,1.0,0.6973837209302325,2001.5900000000001,0.0,250.19875000000002,0.005813953488372093,1.3333333333333333,455.0,119.0,0.8387533875338753,0.013725490196078431,0.0035092181692501787,0.5087,0.3829,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,,technical_issue,critical,email,0.65,1.0,1.0,0.0,1.0,0.4498,1,1,0,0.016129032258064516,0.016129032258064516,13.039856557377048,0.5278,inactive_90_plus_days
CUST0001544,2252-NKNSI,male,0,no,yes,52,yes,yes,dsl,yes,yes,no,yes,yes,yes,two_year,yes,mailed_check,85.15,4461.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,4461.85,85.8048076923077,4427.8,1.6066037735849057,0,0,0,0,0.2,high_value,49_plus_months,114.0,9.0,2010-01-22 14:32:00,2011-09-08 09:13:00,9.0,1000.0,2108.56,4.140087719298246,82.0,7.0,1.0,United Kingdom,24.0,0.6052631578947368,2244.06,135.5,234.28444444444443,0.06140350877192982,1.0,593.0,92.0,0.8753387533875339,0.01568627450980392,0.0036967596075890446,0.5315,0.4001,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 00:10:33,billing_inquiry,low,social_media,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.018867924528301886,0.018867924528301886,9.533867521367522,0.6159,inactive_90_plus_days
CUST0001545,2253-KPMNB,female,0,yes,yes,69,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,two_year,no,bank_transfer_automatic,46.25,3121.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,3121.4,45.23768115942029,3191.25,0.6607142857142857,0,0,0,0,0.0,established_value,49_plus_months,185.0,24.0,2009-12-06 15:15:00,2011-12-08 15:36:00,23.0,1304.0,2858.73,3.2425945945945944,103.0,12.0,1.0,United Kingdom,2.0,0.6951351351351351,2927.38,68.65,119.11375,0.06486486486486487,1.0434782608695652,732.0,0.0,1.0,0.045098039215686274,0.0050119691130454105,0.618,0.4668,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 05:08:26,refund_request,high,chat,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.014285714285714285,0.014285714285714285,1.884903381642512,0.718,active_0_30_days
CUST0001546,2254-DLXRI,female,0,no,no,1,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,mailed_check,79.15,79.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,79.15,79.15,79.15,39.575,1,0,1,1,0.55,low_value,0_6_months,100.0,4.0,2010-05-06 16:02:00,2010-11-26 15:57:00,4.0,475.0,859.21,2.553,98.0,1.0,1.0,United Kingdom,1.0,0.6955,859.21,0.0,214.8025,0.01,1.0,203.0,377.0,0.48915989159891604,0.0058823529411764705,0.0015063800994216828,0.2958,0.2225,3.0,3.0,0.0,2.0,3.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,2023-06-01 01:02:18,billing_inquiry,critical,email,0.45,1.0,0.6666666666666666,0.0,1.0,0.4998,1,1,0,1.5,1.5,19.7875,0.3061,inactive_90_plus_days
CUST0001547,2256-YLYLP,male,0,yes,yes,68,yes,no,dsl,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,72.95,4953.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,4953.25,72.84191176470588,4960.6,1.0572463768115943,0,0,0,1,0.2,high_value,49_plus_months,335.0,9.0,2010-03-24 11:49:00,2011-11-13 11:50:00,9.0,9423.0,25678.79,4.993373134328358,315.0,0.0,1.0,United Kingdom,299.0,0.2983582089552239,25678.79,0.0,2853.198888888889,0.0,1.0,599.0,26.0,0.964769647696477,0.01568627450980392,0.045020446960846026,0.5851,0.4486,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,4.2,4.2,2023-06-01 15:59:55,billing_inquiry,low,email,0.55,0.5,0.0,0.0,1.0,0.2171,1,1,0,0.028985507246376812,0.028985507246376812,8.093545751633988,0.6768,active_0_30_days
CUST0001548,2257-BOVXD,male,0,yes,no,14,yes,yes,dsl,no,no,no,yes,yes,no,month_to_month,yes,credit_card_automatic,66.6,979.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,979.5,69.96428571428571,932.3999999999999,4.4399999999999995,1,0,0,1,0.55,emerging_value,13_24_months,22.0,2.0,2010-02-05 17:25:00,2011-02-15 11:30:00,2.0,184.0,821.1,5.918181818181818,22.0,1.0,1.0,United Kingdom,1.0,0.6795454545454546,821.1,0.0,410.55,0.045454545454545456,1.0,374.0,297.0,0.5975609756097561,0.00196078431372549,0.0014395650651588595,0.3593,0.2699,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.6666666666666665,3.6666666666666665,2023-06-01 18:55:30,cancellation_request,low,chat,0.45,0.0,0.0,0.0,1.0,0.0576,1,1,0,0.06666666666666667,0.06666666666666667,34.982142857142854,0.4627,inactive_90_plus_days
CUST0001549,2259-OUUSZ,male,0,no,no,7,no,no_phone_service,dsl,no,no,yes,yes,no,no,one_year,yes,credit_card_automatic,35.5,249.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,249.55,35.65,248.5,4.4375,0,0,0,1,0.2,low_value,7_12_months,30.0,5.0,2011-02-02 12:54:00,2011-11-17 13:35:00,4.0,339.0,535.97,2.6253333333333333,25.0,3.0,1.0,United Kingdom,0.0,0.7,564.62,28.65,107.194,0.1,1.25,288.0,21.0,0.9715447154471545,0.00784313725490196,0.0009396707928062282,0.5861,0.4401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,7.13,0.6006,active_0_30_days
CUST0001550,2260-USTRB,female,1,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,70.2,115.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,115.95,57.975,140.4,23.400000000000002,1,0,1,1,0.55,low_value,0_6_months,190.0,10.0,2009-12-03 13:09:00,2011-11-18 17:15:00,10.0,2078.0,3923.62,4.179894736842105,156.0,3.0,1.0,United Kingdom,2.0,0.6952631578947368,4008.52,84.9,392.362,0.015789473684210527,1.0,715.0,20.0,0.9728997289972899,0.01764705882352941,0.006878950530944591,0.5908,0.4454,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,,product_inquiry,medium,email,0.65,1.0,0.0,0.0,0.5,0.3081,1,1,0,0.6666666666666666,0.3333333333333333,5.7975,0.4453,active_0_30_days
CUST0001551,2262-SLNVK,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,70.1,70.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,70.1,70.1,70.1,35.05,1,1,1,1,0.8,low_value,0_6_months,53.0,4.0,2010-03-24 08:55:00,2011-06-20 16:27:00,4.0,74.0,678.3100000000001,6.392830188679246,51.0,1.0,1.0,United Kingdom,32.0,0.4283018867924528,678.3100000000001,0.0,169.57750000000001,0.018867924528301886,1.0,453.0,171.0,0.7682926829268293,0.0058823529411764705,0.0011892234555448862,0.4633,0.348,3.0,3.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,2023-06-01 13:50:16,billing_inquiry,high,chat,0.5166666666666667,1.0,0.3333333333333333,0.0,0.6666666666666666,0.4331,1,1,0,1.5,1.0,17.525,0.323,inactive_90_plus_days
CUST0001552,2263-SFSQZ,male,0,yes,yes,51,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.95,1222.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,1222.25,23.965686274509803,1272.45,0.47980769230769227,0,0,0,0,0.2,emerging_value,49_plus_months,63.0,7.0,2010-01-26 10:30:00,2011-11-22 12:10:00,7.0,-184.0,1160.72,2.0922222222222224,62.0,2.0,1.0,United Kingdom,4.0,0.6714285714285714,1160.72,0.0,165.81714285714287,0.031746031746031744,1.0,665.0,17.0,0.9769647696476965,0.011764705882352941,0.0020349920380357952,0.5909,0.4442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,3.4236694677871147,0.6939,active_0_30_days
CUST0001553,2265-CYWIV,female,1,yes,no,4,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,99.6,347.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,347.65,86.9125,398.4,19.919999999999998,1,1,1,0,1.0,emerging_value,0_6_months,46.0,2.0,2010-10-24 15:42:00,2011-01-18 10:28:00,2.0,544.0,686.4,2.03,43.0,0.0,1.0,United Kingdom,0.0,0.7,686.4,0.0,343.20000000000005,0.0,1.0,85.0,325.0,0.559620596205962,0.00196078431372549,0.0012034069671477787,0.3366,0.2528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,43.45625,0.3595,inactive_90_plus_days
CUST0001554,2266-FUBDZ,male,0,yes,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.35,278.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,278.85,18.59,290.25,1.209375,0,0,0,0,0.0,low_value,13_24_months,21.0,4.0,2010-01-12 16:55:00,2011-11-23 13:40:00,4.0,-12.0,388.52,2.7423809523809526,21.0,2.0,1.0,United Kingdom,2.0,0.6571428571428571,388.52,0.0,97.13,0.09523809523809523,1.0,679.0,15.0,0.9796747967479675,0.0058823529411764705,0.000681159199994544,0.5902,0.443,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 12:53:34,technical_issue,critical,social_media,0.65,1.0,1.0,0.0,1.0,0.4498,1,1,0,0.0625,0.0625,4.6475,0.546,active_0_30_days
CUST0001555,2266-SJNAT,female,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,no,credit_card_automatic,109.15,7789.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,7789.6,108.1888888888889,7858.8,1.4952054794520548,0,0,0,1,0.0,high_value,49_plus_months,97.0,8.0,2010-03-25 13:46:00,2011-06-17 09:32:00,8.0,939.0,1608.0900000000001,2.864845360824742,81.0,1.0,1.0,United Kingdom,1.0,0.6953608247422679,1610.5900000000001,2.5,201.01125000000002,0.010309278350515464,1.0,448.0,175.0,0.7628726287262872,0.013725490196078431,0.0028193279571688107,0.4632,0.3487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,13.523611111111112,0.7395,inactive_90_plus_days
CUST0001556,2267-FPIMA,male,0,yes,no,50,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month_to_month,yes,credit_card_automatic,94.4,4914.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,4914.9,98.29799999999999,4720.0,1.8509803921568628,1,0,1,0,0.55,high_value,49_plus_months,769.0,22.0,2009-12-17 18:48:00,2011-09-28 14:48:00,19.0,4428.0,9495.15,4.597932379713914,672.0,8.0,1.0,United Kingdom,451.0,0.43608582574772425,9572.15,77.0,431.59772727272724,0.010403120936280884,1.1578947368421053,649.0,71.0,0.9037940379403794,0.041176470588235294,0.016647042051447014,0.5587,0.4244,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,,product_inquiry,medium,phone,0.45,1.0,0.0,0.0,0.0,0.2498,1,1,0,0.0196078431372549,0.0,4.4680909090909084,0.5515,active_31_90_days
CUST0001557,2267-WTPYD,female,1,yes,no,57,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month_to_month,no,credit_card_automatic,94.0,5438.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5438.95,95.42017543859649,5358.0,1.6206896551724137,1,0,1,1,0.35,high_value,49_plus_months,199.0,10.0,2009-12-08 17:13:00,2011-06-12 16:39:00,8.0,218324.0,31644.38,4.9213065326633165,192.0,4.0,2.0,United Kingdom,132.0,0.40150753768844216,35328.38,3684.0,3164.4379999999996,0.020100502512562814,1.25,550.0,179.0,0.7574525745257452,0.01764705882352941,0.05547941049398576,0.4615,0.3581,3.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,-1.1416666666666675,13.783333333333331,2023-06-01 17:19:09,billing_inquiry,critical,email,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3973,1,1,0,0.05172413793103448,0.05172413793103448,9.542017543859648,0.5427,inactive_90_plus_days
CUST0001558,2270-CHBFN,female,0,yes,no,44,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month_to_month,yes,credit_card_automatic,95.1,4060.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,4060.55,92.28522727272728,4184.4,2.1133333333333333,1,0,0,0,0.55,high_value,25_48_months,11.0,2.0,2010-01-26 10:37:00,2010-11-04 17:44:00,2.0,104.0,165.45000000000002,2.890909090909091,11.0,0.0,1.0,United Kingdom,1.0,0.6590909090909091,165.45000000000002,0.0,82.72500000000001,0.0,1.0,282.0,399.0,0.45934959349593496,0.00196078431372549,0.00029006946782430073,0.2764,0.2075,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,3.5,3.0,-12.066666666666666,-11.733333333333333,2023-06-01 22:13:37,cancellation_request,low,chat,0.55,0.0,0.0,0.0,1.0,0.0822,1,1,0,0.044444444444444446,0.044444444444444446,46.14261363636364,0.4941,inactive_90_plus_days
CUST0001559,2272-JKMSI,female,0,yes,yes,62,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,110.8,6840.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,6840.95,110.33790322580644,6869.599999999999,1.7587301587301587,0,1,0,1,0.65,high_value,49_plus_months,31.0,7.0,2010-05-11 14:56:00,2011-11-02 13:41:00,7.0,73.0,332.64,1.1103225806451613,29.0,5.0,1.0,United Kingdom,5.0,0.6274193548387097,332.64,0.0,47.519999999999996,0.16129032258064516,1.0,539.0,36.0,0.9512195121951219,0.011764705882352941,0.0005831895302331543,0.5754,0.4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,15.762557603686634,0.6221,active_31_90_days
CUST0001560,2272-QAGFO,female,1,no,no,14,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.3,1096.25,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,1096.25,78.30357142857143,1040.2,4.953333333333333,1,1,1,1,1.0,emerging_value,13_24_months,15.0,3.0,2009-12-07 11:41:00,2010-05-17 17:04:00,3.0,124.0,244.45,5.246666666666667,12.0,3.0,1.0,United Kingdom,0.0,0.7,312.65,68.2,81.48333333333333,0.2,1.0,161.0,570.0,0.22764227642276424,0.00392156862745098,0.00042857347482411787,0.1382,0.1039,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,-3.95,-3.95,2023-06-01 08:14:45,billing_inquiry,high,chat,0.55,0.5,0.0,0.0,1.0,0.1996,1,1,0,0.13333333333333333,0.13333333333333333,26.101190476190478,0.2708,inactive_90_plus_days
CUST0001561,2272-UOINI,female,0,no,no,7,yes,no,dsl,yes,yes,no,yes,yes,yes,month_to_month,yes,electronic_check,78.5,571.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,571.05,81.57857142857142,549.5,9.8125,1,1,0,0,1.0,emerging_value,7_12_months,2.0,2.0,2010-10-26 15:00:00,2010-10-28 19:26:00,2.0,60.0,42.0,0.21,2.0,1.0,1.0,United Kingdom,1.0,0.475,42.0,0.0,21.0,0.5,1.0,2.0,406.0,0.44986449864498645,0.00196078431372549,7.363504169610534e-05,0.2707,0.2031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-14.95,-14.95,2023-06-01 17:27:08,product_inquiry,low,social_media,0.65,0.0,0.0,0.0,0.0,0.0177,1,1,0,0.125,0.0,40.78928571428571,0.3414,inactive_90_plus_days
