unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,is_churned,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score
CUST0000237,0363-SVHYR,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_automatic,86.85,6263.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000238,0365-BZUWY,male,0,yes,no,17,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,102.55,1742.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000239,0365-GXEZS,male,0,yes,no,18,yes,no,fiber_optic,no,no,yes,yes,no,no,month_to_month,no,electronic_check,78.2,1468.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000240,0365-TRTPY,female,0,no,no,37,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month_to_month,no,bank_transfer_automatic,91.2,3382.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000241,0366-NQSHS,male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.35,46.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000242,0369-ZGOVK,female,0,yes,yes,28,yes,no,fiber_optic,no,no,no,no,no,no,one_year,yes,bank_transfer_automatic,70.4,1992.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000243,0373-AIVNJ,male,0,no,no,9,no,no_phone_service,dsl,yes,yes,yes,no,no,no,one_year,no,mailed_check,39.55,373.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000244,0374-AACSZ,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,electronic_check,50.15,50.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000245,0374-FIUCA,male,0,yes,no,65,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_automatic,20.4,1414.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000246,0374-IOEGQ,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,44.6,122.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000247,0375-HVGXO,female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,yes,no,month_to_month,yes,electronic_check,34.7,34.7,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000248,0376-OIWME,male,0,yes,no,36,yes,no,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,93.6,3366.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000249,0376-YMCJC,male,0,no,no,23,yes,yes,fiber_optic,no,no,no,yes,yes,no,month_to_month,yes,electronic_check,90.6,1943.2,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000250,0377-JBKKT,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month_to_month,yes,mailed_check,57.95,1271.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000251,0378-CJKPV,female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_automatic,112.1,7965.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000252,0378-NHQXU,female,0,yes,yes,17,yes,yes,fiber_optic,no,no,yes,no,yes,no,month_to_month,no,electronic_check,88.25,1460.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000253,0378-TOVMS,female,0,no,no,3,yes,no,fiber_optic,no,no,no,yes,no,yes,month_to_month,no,electronic_check,85.8,272.2,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000254,0378-XSZPU,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one_year,no,credit_card_automatic,60.3,3563.8,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000255,0379-DJQHR,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two_year,no,credit_card_automatic,81.35,5398.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000256,0380-NEAVX,male,1,no,no,34,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,99.85,3343.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000257,0380-ZCSBI,male,0,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_automatic,20.0,198.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000258,0383-CLDDA,female,0,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_automatic,85.35,5897.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000259,0384-LPITE,male,0,no,no,40,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,one_year,no,credit_card_automatic,62.05,2511.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000260,0384-RVBPI,male,0,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,month_to_month,no,credit_card_automatic,64.4,1398.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000261,0386-CWRGM,female,0,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.4,967.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000262,0388-EOPEX,female,0,yes,no,2,yes,no,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,electronic_check,74.4,139.4,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000263,0390-DCFDQ,female,1,yes,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,70.45,70.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000264,0392-BZIUW,female,0,yes,no,72,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,credit_card_automatic,105.0,7589.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000265,0394-YONDK,male,0,yes,yes,70,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.15,1790.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000266,0396-HUJBP,female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.3,44.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000267,0396-UKGAI,male,0,no,yes,23,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,yes,bank_transfer_automatic,55.3,1284.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000268,0396-YCHWO,male,0,yes,no,36,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.4,3474.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000269,0397-GZBBC,male,1,yes,no,59,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,93.85,5574.75,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000270,0397-ZXWQF,male,0,no,no,67,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,20.5,1430.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000271,0401-WDBXM,male,0,yes,yes,72,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,bank_transfer_automatic,105.55,7542.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000272,0402-CQAJN,female,0,no,no,37,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,bank_transfer_automatic,101.9,3545.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000273,0402-OAMEN,female,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,24.45,1709.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000274,0404-AHASP,male,0,yes,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,19.7,1421.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000275,0404-SWRVG,male,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.4,229.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000276,0406-BPDVR,female,1,yes,no,54,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,credit_card_automatic,101.5,5373.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000277,0407-BDJKB,male,0,yes,no,60,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,yes,electronic_check,95.75,5742.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000278,0409-WTMPL,female,0,yes,no,58,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_automatic,110.65,6526.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000279,0410-IPFTY,female,0,yes,no,31,yes,no,fiber_optic,no,yes,no,no,no,yes,month_to_month,yes,bank_transfer_automatic,83.85,2674.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000280,0411-EZJZE,female,0,no,no,3,yes,yes,dsl,no,no,no,no,yes,no,month_to_month,yes,electronic_check,60.25,170.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000281,0412-UCCNP,male,0,no,no,55,yes,no,dsl,yes,no,yes,yes,no,no,two_year,yes,electronic_check,59.2,3175.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000282,0415-MOSGF,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,44.4,44.4,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000283,0419-YAAPX,male,0,yes,no,49,yes,no,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,credit_card_automatic,85.3,4297.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000284,0420-BWTPW,male,0,no,yes,8,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,25.5,215.2,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000285,0420-HLGXF,female,1,no,no,39,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,99.75,4036.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000286,0420-TXVSG,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two_year,yes,credit_card_automatic,66.1,4428.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000287,0422-OHQHQ,female,0,yes,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.55,295.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000288,0422-UXFAP,female,0,yes,no,51,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,98.85,4947.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000289,0423-UDIJQ,male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,month_to_month,no,mailed_check,49.2,447.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000290,0426-TIRNE,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.9,20.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000291,0428-AXXLJ,male,0,no,no,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_automatic,19.5,516.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000292,0428-IKYCP,male,0,yes,no,22,yes,no,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,bank_transfer_automatic,87.0,1850.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000293,0430-IHCDJ,male,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,49.0,749.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000294,0431-APWVY,female,0,yes,yes,28,yes,no,fiber_optic,no,no,no,no,yes,yes,one_year,yes,bank_transfer_automatic,90.1,2598.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000295,0432-CAJZV,male,0,no,no,3,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,mailed_check,90.7,237.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000296,0434-CSFON,female,0,yes,no,47,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,100.5,4707.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000297,0436-TWFFZ,female,0,no,no,67,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,mailed_check,85.25,5714.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000298,0439-IFYUN,female,1,no,no,18,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,74.7,1294.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000299,0440-EKDCF,male,0,yes,no,62,yes,no,dsl,no,yes,yes,yes,no,no,two_year,yes,credit_card_automatic,60.15,3753.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000300,0440-MOGPM,female,0,no,no,41,yes,yes,dsl,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,80.55,3263.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000301,0440-QEXBZ,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,50.15,2139.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000302,0440-UEDAI,female,0,no,no,53,yes,no,fiber_optic,no,yes,yes,yes,no,yes,one_year,yes,credit_card_automatic,94.45,5042.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000303,0442-TDYUO,male,0,yes,no,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.05,1036.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000304,0442-ZXKVS,female,1,yes,no,54,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,115.6,6431.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000305,0447-BEMNG,female,0,yes,no,48,no,no_phone_service,dsl,yes,no,yes,no,no,yes,month_to_month,yes,bank_transfer_automatic,45.3,2145.0,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000306,0447-RXSGD,male,0,no,no,24,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,99.65,2404.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000307,0454-OKRCT,male,0,no,no,33,yes,no,fiber_optic,no,yes,no,yes,no,no,two_year,no,bank_transfer_automatic,80.6,2651.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000308,0455-ENTCR,male,0,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,two_year,no,electronic_check,85.25,5538.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000309,0455-XFASS,female,0,yes,yes,3,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.55,200.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000310,0458-HEUZG,female,0,no,no,13,no,no_phone_service,dsl,no,no,yes,yes,no,no,two_year,no,mailed_check,35.4,450.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000311,0459-SPZHJ,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,no,yes,yes,two_year,no,credit_card_automatic,83.5,5435.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000312,0461-CVKMU,female,0,yes,yes,23,yes,no,fiber_optic,no,yes,yes,yes,no,no,month_to_month,no,electronic_check,83.8,1900.25,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000313,0463-TXOAK,male,0,no,yes,52,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.6,1334.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000314,0463-WZZKO,male,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,credit_card_automatic,20.75,67.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000315,0463-ZSDNT,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,yes,month_to_month,yes,bank_transfer_automatic,56.75,503.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000316,0464-WJTKO,female,0,yes,yes,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,20.1,1460.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000317,0468-YRPXN,male,0,no,no,29,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,credit_card_automatic,98.8,2807.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000318,0471-ARVMX,female,1,yes,no,62,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,electronic_check,104.85,6312.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000319,0471-LVHGK,male,0,yes,no,41,yes,yes,dsl,no,no,yes,no,yes,yes,one_year,yes,electronic_check,73.0,3001.2,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000320,0475-RIJEP,male,0,no,no,43,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,77.85,3365.85,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000321,0479-HMSWA,female,0,no,yes,26,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,105.45,2715.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000322,0480-BIXDE,female,0,yes,no,19,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,96.8,1743.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000323,0480-KYJVA,female,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,24.25,1784.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000324,0481-SUMCB,female,1,no,no,45,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_automatic,102.15,4735.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000325,0484-FFVBJ,male,0,no,no,32,yes,no,dsl,no,no,no,no,yes,yes,one_year,yes,bank_transfer_automatic,64.85,2010.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000326,0484-JPBRU,male,0,no,no,41,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,bank_transfer_automatic,25.25,996.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000327,0485-ZBSLN,male,0,yes,yes,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,24.75,1715.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000328,0486-HECZI,male,0,yes,no,55,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month_to_month,yes,electronic_check,96.75,5238.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000329,0486-LGCCH,male,0,yes,yes,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.65,225.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000330,0487-CRLZF,female,0,no,no,49,yes,no,dsl,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,74.45,3721.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000331,0487-RPVUM,male,0,yes,no,61,yes,yes,fiber_optic,yes,no,yes,yes,yes,no,month_to_month,no,bank_transfer_automatic,99.4,5943.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000332,0487-VVUVK,male,0,yes,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.15,477.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000333,0488-GSLFR,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.5,69.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000334,0489-WMEMG,female,0,no,yes,23,yes,no,dsl,no,no,no,yes,no,no,one_year,yes,electronic_check,49.45,1119.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000335,0491-KAPQG,male,0,no,no,21,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,73.7,1558.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000336,0495-RVCBF,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,79.7,79.7,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000337,0495-ZBNGW,male,1,yes,no,5,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,bank_transfer_automatic,79.9,343.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000338,0496-AHOOK,male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,yes,yes,one_year,no,bank_transfer_automatic,74.4,1712.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000339,0504-HHAPI,female,1,no,no,27,yes,yes,fiber_optic,no,no,yes,no,no,yes,month_to_month,no,credit_card_automatic,88.3,2467.75,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000340,0505-SPOOW,female,0,yes,no,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,19.8,1397.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000341,0506-LVNGN,female,1,no,no,5,yes,no,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,credit_card_automatic,75.55,349.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000342,0506-YLVKJ,male,0,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.2,917.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000343,0508-OOLTO,female,0,yes,yes,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,71.65,135.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000344,0508-SQWPL,female,0,yes,yes,57,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_automatic,20.1,1087.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000345,0511-JTEOY,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,mailed_check,71.1,71.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000346,0512-FLFDW,female,1,yes,no,60,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,credit_card_automatic,100.5,6029.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000347,0513-RBGPE,male,0,yes,yes,37,yes,yes,dsl,yes,no,yes,yes,no,no,two_year,yes,credit_card_automatic,62.8,2278.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000348,0515-YPMCW,male,0,no,yes,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,70.45,70.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000349,0516-OOHAR,male,0,yes,yes,28,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,no,bank_transfer_automatic,100.35,2799.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000350,0516-QREYC,female,1,no,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.3,459.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000351,0516-UXRMT,female,0,no,no,62,yes,yes,fiber_optic,yes,yes,yes,no,no,no,one_year,yes,electronic_check,92.05,5755.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000352,0516-VRYBW,female,0,no,yes,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,20.15,390.85,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000353,0516-WJVXC,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,electronic_check,54.2,308.25,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000354,0519-DRGTI,female,0,yes,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.35,442.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000355,0519-XUZJU,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,mailed_check,70.75,70.75,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000356,0520-FDVVT,male,0,no,no,35,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_automatic,102.35,3626.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000357,0523-VNGTF,female,1,no,no,52,no,no_phone_service,dsl,no,yes,yes,yes,yes,no,month_to_month,yes,electronic_check,50.5,2566.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000358,0524-IAVZO,female,0,yes,no,30,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,85.0,2624.25,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000359,0526-SXDJP,male,0,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,no,no,no,two_year,no,bank_transfer_automatic,42.1,2962.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0000360,0529-ONKER,male,1,no,no,15,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,75.65,1146.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
