unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,is_churned,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score,activity_line_count,invoice_count,first_activity_date,last_activity_date,active_day_count,total_quantity,net_activity_revenue,distinct_product_count,return_line_count,primary_country,activity_mapping_confidence,anonymous_activity_line_count,gross_positive_revenue,return_amount,avg_order_value,return_rate,days_since_last_activity,activity_observation_end_date,ticket_count,open_ticket_count,closed_ticket_count,critical_ticket_count,low_satisfaction_ticket_count,refund_or_cancel_ticket_count,avg_satisfaction_rating,avg_resolution_hours,unresolved_ticket_count,support_mapping_confidence,latest_support_time,primary_ticket_type,primary_ticket_channel,open_ticket_rate,critical_ticket_rate,low_satisfaction_rate,has_activity_flag,has_support_flag,revenue_at_risk,observed_customer_value,tenure_segment,activity_status,support_burden_segment,monthly_revenue_segment,estimated_clv_indicator,clv_segment,churn_risk_score,risk_segment
CUST0002098,3006-XIMLN,female,0,no,yes,2,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,94.2,193.8,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,138.0,8.0,2010-11-25 14:18:00,2011-10-17 10:10:00,7.0,1350.0,2063.65,119.0,5.0,United Kingdom,0.7,0.0,2082.9700000000003,19.32,257.95625,0.036231884057971016,53.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,,product_inquiry,chat,1.0,0.0,0.0,1,1,94.2,193.8,0_6_months,active_31_90_days,low_support,high_revenue,188.4,low_clv,65,high_risk
CUST0002099,3007-FDPEA,female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,bank_transfer_automatic,20.7,39.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,364.0,2.0,2010-09-09 18:56:00,2011-08-11 10:14:00,2.0,2673.0,16797.7,363.0,0.0,United Kingdom,0.2635989010989011,353.0,16797.7,0.0,8398.85,0.0,120.0,2011-12-09 12:50:00,3.0,2.0,1.0,0.0,1.0,0.0,2.0,15.533333333333331,2.0,0.5833333333333334,2023-06-01 23:01:34,technical_issue,email,0.6666666666666666,0.0,0.3333333333333333,1,1,0.0,39.85,0_6_months,inactive_90_plus_days,moderate_support,low_revenue,41.4,low_clv,75,high_risk
CUST0002100,3009-JWMPU,male,0,no,no,62,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,96.75,6125.4,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,34.0,2.0,2010-09-10 11:09:00,2011-11-13 11:15:00,2.0,87.0,225.85,34.0,0.0,United Kingdom,0.6735294117647058,2.0,225.85,0.0,112.925,0.0,26.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.45,,refund_request,chat,1.0,0.0,0.0,1,1,96.75,6125.4,49_plus_months,active_last_30_days,low_support,high_revenue,5998.5,high_clv,35,medium_risk
CUST0002101,3011-WQKSZ,male,0,no,yes,19,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,electronic_check,20.0,377.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,320.0,6.0,2010-09-24 16:13:00,2011-12-09 11:34:00,6.0,891.0,1200.28,260.0,1.0,United Kingdom,0.6985937499999999,1.0,1200.28,0.0,200.04666666666665,0.003125,0.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.65,,cancellation_request,email,1.0,0.0,0.0,1,1,0.0,377.55,13_24_months,active_last_30_days,low_support,low_revenue,380.0,low_clv,40,medium_risk
CUST0002102,3012-VFFMN,female,0,yes,yes,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.65,158.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,107.0,7.0,2009-12-22 11:31:00,2011-11-21 08:28:00,6.0,948.0,1711.73,82.0,0.0,United Kingdom,0.6957943925233644,1.0,1711.73,0.0,244.53285714285715,0.0,18.0,2011-12-09 12:50:00,4.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.55,2023-06-01 16:51:05,billing_inquiry,email,1.0,0.25,0.0,1,1,0.0,158.95,7_12_months,active_last_30_days,moderate_support,low_revenue,144.54999999999998,low_clv,60,high_risk
CUST0002103,3014-WJKSM,male,0,yes,no,29,yes,no,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,credit_card_automatic,75.3,2263.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,183.0,3.0,2010-04-30 13:41:00,2011-11-30 13:50:00,3.0,550.0,2031.06,179.0,0.0,United Kingdom,0.29918032786885246,163.0,2031.06,0.0,677.02,0.0,8.0,2011-12-09 12:50:00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.65,2023-06-01 13:04:18,product_inquiry,email,1.0,1.0,0.0,1,1,0.0,2263.4,25_48_months,active_last_30_days,low_support,mid_high_revenue,2183.7,established_clv,40,medium_risk
CUST0002104,3016-KSVCP,male,0,yes,no,29,no,no_phone_service,dsl,no,no,no,no,yes,no,month_to_month,no,mailed_check,33.75,1009.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,496.0,9.0,2010-09-29 13:15:00,2011-11-30 14:30:00,8.0,1617.0,2263.03,311.0,0.0,United Kingdom,0.6882056451612902,13.0,2263.03,0.0,251.4477777777778,0.0,8.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,1009.25,25_48_months,active_last_30_days,no_support,low_revenue,978.75,emerging_clv,30,low_risk
CUST0002105,3018-TFTSU,male,0,no,no,12,yes,no,fiber_optic,yes,no,yes,no,no,no,month_to_month,no,bank_transfer_automatic,81.7,858.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,76.0,7.0,2010-04-08 12:09:00,2011-06-12 10:46:00,7.0,522.0,1128.44,47.0,0.0,United Kingdom,0.7,0.0,1128.44,0.0,161.2057142857143,0.0,180.0,2011-12-09 12:50:00,1.0,0.0,1.0,0.0,0.0,0.0,5.0,7.666666666666667,0.0,0.65,2023-06-01 07:05:53,billing_inquiry,chat,0.0,0.0,0.0,1,1,81.7,858.6,7_12_months,inactive_90_plus_days,low_support,mid_high_revenue,980.4000000000001,emerging_clv,65,high_risk
CUST0002106,3021-VLNRJ,female,0,no,yes,50,yes,no,dsl,yes,no,yes,yes,yes,no,one_year,yes,credit_card_automatic,70.8,3478.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,749.0,20.0,2010-01-17 10:35:00,2011-10-10 13:38:00,15.0,2262.0,5489.62,431.0,7.0,United Kingdom,0.5618157543391188,230.0,5532.8,43.18,274.481,0.009345794392523364,59.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,3478.15,49_plus_months,active_31_90_days,no_support,mid_high_revenue,3540.0,established_clv,0,low_risk
CUST0002107,3022-BEXHZ,male,0,yes,yes,67,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,111.2,7530.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,130.0,5.0,2010-07-06 13:13:00,2011-11-29 12:06:00,5.0,125.0,658.95,109.0,1.0,United Kingdom,0.6965384615384616,1.0,658.95,0.0,131.79000000000002,0.007692307692307693,10.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,7530.8,49_plus_months,active_last_30_days,no_support,high_revenue,7450.400000000001,high_clv,5,low_risk
CUST0002108,3023-GFLBR,female,0,yes,yes,33,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,no,credit_card_automatic,86.15,2745.7,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,23.0,2.0,2010-10-18 14:25:00,2011-06-02 14:15:00,2.0,50.0,119.93,23.0,0.0,United Kingdom,0.6804347826086956,1.0,119.93,0.0,59.965,0.0,189.0,2011-12-09 12:50:00,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.65,,cancellation_request,social_media,1.0,0.5,0.0,1,1,86.15,2745.7,25_48_months,inactive_90_plus_days,low_support,mid_high_revenue,2842.9500000000003,established_clv,65,high_risk
CUST0002109,3026-ATZYV,female,0,yes,yes,37,yes,no,dsl,yes,yes,no,no,yes,yes,one_year,no,bank_transfer_automatic,75.1,2658.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,121.0,7.0,2009-12-06 12:56:00,2011-07-14 15:07:00,6.0,409.0,1003.09,104.0,1.0,United Kingdom,0.6628099173553718,10.0,1009.69,6.6,143.29857142857142,0.008264462809917356,147.0,2011-12-09 12:50:00,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.283333333333333,0.0,0.45,2023-06-01 16:58:25,product_inquiry,email,0.0,1.0,0.0,1,1,0.0,2658.8,25_48_months,inactive_90_plus_days,low_support,mid_high_revenue,2778.7,established_clv,35,medium_risk
CUST0002110,3027-YNWZU,female,0,yes,no,64,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.0,1584.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,81.0,6.0,2010-05-17 17:21:00,2010-10-03 15:48:00,6.0,655.0,584.37,67.0,4.0,United Kingdom,0.6944444444444444,1.0,617.72,33.349999999999994,97.395,0.04938271604938271,431.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.65,,cancellation_request,email,1.0,0.0,0.0,1,1,0.0,1584.8,49_plus_months,inactive_90_plus_days,low_support,low_revenue,1600.0,established_clv,25,low_risk
CUST0002111,3027-ZTDHO,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,89.9,89.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,954.0,14.0,2011-07-20 13:06:00,2011-12-04 13:59:00,8.0,2878.0,3002.51,580.0,7.0,United Kingdom,0.7,0.0,3017.28,14.77,214.465,0.007337526205450734,4.0,2011-12-09 12:50:00,2.0,1.0,1.0,1.0,1.0,0.0,1.0,-4.633333333333334,1.0,0.65,2023-06-01 15:40:26,product_inquiry,email,0.5,0.5,0.5,1,1,89.9,89.9,0_6_months,active_last_30_days,low_support,high_revenue,89.9,low_clv,85,high_risk
CUST0002112,3030-YDNRM,male,0,no,no,8,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.85,572.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,6.0,3.0,2010-03-19 09:20:00,2011-02-02 09:39:00,3.0,96.0,128.64000000000001,6.0,0.0,United Kingdom,0.5499999999999999,2.0,128.64000000000001,0.0,42.88,0.0,310.0,2011-12-09 12:50:00,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.6166666666666667,2.0,0.5833333333333334,2023-06-01 18:04:16,product_inquiry,chat,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1,0.0,572.45,7_12_months,inactive_90_plus_days,moderate_support,mid_high_revenue,598.8,emerging_clv,95,high_risk
CUST0002113,3030-YZADT,male,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,44.95,431.0,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,53.0,2.0,2010-11-24 12:43:00,2010-12-19 15:20:00,2.0,323.0,245.62,52.0,0.0,United Kingdom,0.6490566037735849,6.0,245.62,0.0,122.81,0.0,354.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,44.95,431.0,7_12_months,inactive_90_plus_days,no_support,mid_low_revenue,404.55,emerging_clv,65,high_risk
CUST0002114,3030-ZKIWL,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.05,20.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,616.0,4.0,2010-02-26 13:26:00,2011-07-07 13:35:00,4.0,4099.0,10070.781,591.0,1.0,United Kingdom,0.33327922077922073,502.0,10107.381,36.6,2517.69525,0.0016233766233766235,154.0,2011-12-09 12:50:00,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.65,2023-06-01 12:33:18,billing_inquiry,chat,1.0,0.6666666666666666,0.0,1,1,0.0,20.05,0_6_months,inactive_90_plus_days,moderate_support,low_revenue,20.05,low_clv,75,high_risk
CUST0002115,3034-ZBEQN,female,0,yes,no,48,no,no_phone_service,dsl,no,yes,yes,no,no,no,one_year,no,mailed_check,34.7,1604.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,49.0,13.0,2009-12-15 19:06:00,2011-08-21 14:19:00,12.0,1760.0,919.6,34.0,7.0,United Kingdom,0.6908163265306121,1.0,1093.5,173.9,70.73846153846154,0.14285714285714285,109.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,34.7,1604.5,25_48_months,inactive_90_plus_days,no_support,low_revenue,1665.6000000000001,established_clv,25,low_risk
CUST0002116,3038-PQIUY,female,0,no,no,38,yes,yes,dsl,yes,yes,yes,no,no,no,month_to_month,yes,bank_transfer_automatic,66.15,2522.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,637.0,14.0,2010-01-18 12:48:00,2011-07-14 17:11:00,12.0,3003.0,6661.01,515.0,1.0,United Kingdom,0.7,0.0,6676.91,15.9,475.7864285714286,0.0015698587127158557,147.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,2522.4,25_48_months,inactive_90_plus_days,no_support,mid_low_revenue,2513.7000000000003,established_clv,45,medium_risk
CUST0002117,3039-MJSLN,male,0,no,yes,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,20.2,50.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,287.0,16.0,2010-10-03 14:13:00,2011-10-07 09:22:00,12.0,1031.0,2204.69,183.0,6.0,United Kingdom,0.7,0.0,2242.81,38.120000000000005,137.793125,0.020905923344947737,63.0,2011-12-09 12:50:00,5.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.53,2023-06-01 04:10:01,refund_request,email,1.0,0.4,0.0,1,1,0.0,50.6,0_6_months,active_31_90_days,moderate_support,low_revenue,60.599999999999994,low_clv,60,high_risk
CUST0002118,3043-SUDUA,female,0,no,no,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,19.9,601.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,8.0,4.0,2010-07-28 11:35:00,2011-09-02 15:20:00,4.0,210.0,786.5699999999999,7.0,0.0,United Kingdom,0.7,0.0,786.5699999999999,0.0,196.64249999999998,0.0,97.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,601.55,25_48_months,inactive_90_plus_days,no_support,low_revenue,636.8,emerging_clv,35,medium_risk
CUST0002119,3043-TYBNO,male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,yes,month_to_month,no,mailed_check,60.65,196.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5.0,3.0,2010-02-12 14:55:00,2010-05-20 18:00:00,3.0,45.0,111.0,5.0,1.0,United Kingdom,0.61,1.0,111.0,0.0,37.0,0.2,567.0,2011-12-09 12:50:00,1.0,0.0,1.0,0.0,1.0,0.0,2.0,15.416666666666666,0.0,0.65,2023-06-01 06:14:26,billing_inquiry,social_media,0.0,0.0,1.0,1,1,0.0,196.9,0_6_months,inactive_90_plus_days,low_support,mid_low_revenue,181.95,low_clv,65,high_risk
CUST0002120,3045-XETSH,female,0,no,no,10,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month_to_month,yes,electronic_check,94.85,953.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,193.0,11.0,2010-01-07 15:03:00,2011-04-07 12:38:00,10.0,2539.0,3925.85,128.0,0.0,United Kingdom,0.7,0.0,3925.85,0.0,356.8954545454545,0.0,246.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,94.85,953.45,7_12_months,inactive_90_plus_days,no_support,high_revenue,948.5,emerging_clv,80,high_risk
CUST0002121,3049-NDXFL,female,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,no,mailed_check,85.8,85.8,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,206.0,13.0,2009-12-13 15:44:00,2011-11-10 14:07:00,13.0,2507.0,4267.15,77.0,0.0,United Kingdom,0.7,0.0,4267.15,0.0,328.2423076923077,0.0,28.0,2011-12-09 12:50:00,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.65,,billing_inquiry,chat,1.0,0.0,0.0,1,1,85.8,85.8,0_6_months,active_last_30_days,low_support,mid_high_revenue,85.8,low_clv,70,high_risk
CUST0002122,3049-SOLAY,female,0,yes,no,3,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.2,292.85,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,305.0,14.0,2009-12-02 12:44:00,2011-11-22 12:48:00,14.0,991.0,2203.2400000000002,146.0,1.0,United Kingdom,0.6970491803278689,2.0,2203.2400000000002,0.0,157.37428571428572,0.003278688524590164,17.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,2023-06-01 13:07:46,product_inquiry,phone,1.0,0.0,0.0,1,1,95.2,292.85,0_6_months,active_last_30_days,low_support,high_revenue,285.6,low_clv,75,high_risk
CUST0002123,3050-GBUSH,female,0,no,no,3,no,no_phone_service,dsl,no,no,no,no,yes,no,month_to_month,yes,credit_card_automatic,34.8,113.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,15.0,4.0,2009-12-06 12:21:00,2011-03-24 16:07:00,4.0,128.0,204.24,15.0,2.0,United Kingdom,0.6099999999999999,3.0,204.24,0.0,51.06,0.13333333333333333,259.0,2011-12-09 12:50:00,1.0,0.0,1.0,0.0,1.0,1.0,2.0,15.966666666666669,0.0,0.65,2023-06-01 01:16:15,cancellation_request,email,0.0,0.0,1.0,1,1,0.0,113.95,0_6_months,inactive_90_plus_days,low_support,low_revenue,104.39999999999999,low_clv,75,high_risk
CUST0002124,3050-RLLXC,female,0,yes,yes,56,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,no,credit_card_automatic,81.25,4620.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,327.0,6.0,2010-01-29 11:12:00,2011-06-21 13:12:00,6.0,1423.0,3891.42,286.0,0.0,United Kingdom,0.44954128440366975,182.0,3891.42,0.0,648.57,0.0,170.0,2011-12-09 12:50:00,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.716666666666669,1.0,0.55,2023-06-01 14:51:49,cancellation_request,chat,0.5,0.5,0.5,1,1,0.0,4620.4,49_plus_months,inactive_90_plus_days,low_support,mid_high_revenue,4550.0,high_clv,35,medium_risk
CUST0002125,3055-MJDSB,male,0,no,no,9,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,24.6,190.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,60.0,3.0,2010-10-05 12:39:00,2011-11-28 10:31:00,3.0,282.0,712.04,56.0,0.0,United Kingdom,0.7,0.0,712.04,0.0,237.34666666666666,0.0,11.0,2011-12-09 12:50:00,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.55,2023-06-01 14:58:10,cancellation_request,email,1.0,0.0,0.0,1,1,0.0,190.1,7_12_months,active_last_30_days,low_support,low_revenue,221.4,low_clv,70,high_risk
CUST0002126,3055-OYMSE,female,1,no,no,53,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,credit_card_automatic,73.8,4003.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,46.0,5.0,2009-12-07 12:26:00,2011-09-28 14:47:00,5.0,197.0,439.40000000000003,43.0,1.0,United Kingdom,0.6510869565217391,5.0,439.40000000000003,0.0,87.88000000000001,0.021739130434782608,71.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.65,2023-06-01 15:51:28,refund_request,email,1.0,0.0,0.0,1,1,0.0,4003.85,49_plus_months,active_31_90_days,low_support,mid_high_revenue,3911.3999999999996,high_clv,40,medium_risk
CUST0002127,3055-VTCGS,female,0,no,no,63,yes,no,dsl,no,no,yes,no,no,yes,one_year,no,credit_card_automatic,58.55,3503.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,526.0,11.0,2010-01-19 13:09:00,2011-08-28 11:01:00,11.0,1742.0,3959.35,370.0,0.0,United Kingdom,0.5143536121673004,217.0,3959.35,0.0,359.9409090909091,0.0,103.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,3503.5,49_plus_months,inactive_90_plus_days,no_support,mid_low_revenue,3688.6499999999996,established_clv,25,low_risk
CUST0002128,3057-VJJQE,male,0,no,no,35,yes,yes,dsl,yes,no,no,no,no,no,two_year,no,mailed_check,55.25,1924.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,8.0,3.0,2010-07-05 15:28:00,2011-09-26 15:10:00,3.0,89.0,234.34,8.0,0.0,United Kingdom,0.6437499999999999,1.0,234.34,0.0,78.11333333333333,0.0,73.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,1924.1,25_48_months,active_31_90_days,no_support,mid_low_revenue,1933.75,established_clv,10,low_risk
CUST0002129,3058-HJCUY,male,0,yes,yes,41,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,electronic_check,102.6,4213.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,128.0,3.0,2010-05-09 12:12:00,2011-10-27 12:57:00,3.0,447.0,1248.94,122.0,1.0,United Kingdom,0.7,0.0,1258.89,9.95,416.31333333333333,0.0078125,42.0,2011-12-09 12:50:00,1.0,0.0,1.0,0.0,0.0,0.0,4.0,-5.383333333333334,0.0,0.45,2023-06-01 04:36:33,product_inquiry,email,0.0,0.0,0.0,1,1,102.6,4213.35,25_48_months,active_31_90_days,low_support,high_revenue,4206.599999999999,high_clv,15,low_risk
CUST0002130,3058-WQDRE,male,0,no,no,13,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,25.15,331.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,55.0,9.0,2010-02-05 17:44:00,2011-09-29 10:46:00,9.0,489.0,1025.1200000000001,43.0,7.0,United Kingdom,0.6836363636363635,2.0,1151.15,126.03,113.90222222222224,0.12727272727272726,71.0,2011-12-09 12:50:00,3.0,2.0,1.0,1.0,0.0,1.0,5.0,-15.583333333333334,2.0,0.5833333333333334,2023-06-01 21:09:58,billing_inquiry,chat,0.6666666666666666,0.3333333333333333,0.0,1,1,0.0,331.85,13_24_months,active_31_90_days,moderate_support,low_revenue,326.95,low_clv,50,medium_risk
CUST0002131,3059-NGMXB,male,0,yes,yes,14,yes,yes,dsl,yes,yes,no,no,no,yes,month_to_month,no,mailed_check,69.2,944.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,206.0,2.0,2010-09-28 17:18:00,2011-03-27 15:39:00,2.0,489.0,2039.54,204.0,0.0,United Kingdom,0.2871359223300971,189.0,2039.54,0.0,1019.77,0.0,256.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,944.65,13_24_months,inactive_90_plus_days,no_support,mid_low_revenue,968.8000000000001,emerging_clv,45,medium_risk
CUST0002132,3061-BCKYI,male,0,no,no,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.9,283.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,17.0,10.0,2009-12-23 10:17:00,2011-11-20 11:11:00,10.0,1115.0,1960.61,7.0,3.0,United Kingdom,0.7,0.0,1969.6,8.99,196.06099999999998,0.17647058823529413,19.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,283.75,13_24_months,active_last_30_days,no_support,low_revenue,278.59999999999997,low_clv,20,low_risk
CUST0002133,3062-ICYZQ,female,0,yes,yes,51,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month_to_month,yes,electronic_check,93.8,4539.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,475.0,6.0,2009-12-01 13:20:00,2011-08-08 12:31:00,6.0,2291.0,4462.54,464.0,1.0,United Kingdom,0.31442105263157893,407.0,4472.44,9.9,743.7566666666667,0.002105263157894737,123.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,2023-06-01 17:34:41,billing_inquiry,email,1.0,0.0,0.0,1,1,0.0,4539.35,49_plus_months,inactive_90_plus_days,low_support,high_revenue,4783.8,high_clv,70,high_risk
CUST0002134,3063-QFSZL,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month_to_month,yes,electronic_check,55.4,55.4,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,140.0,5.0,2009-12-06 13:48:00,2011-03-31 09:07:00,5.0,675.0,1124.71,128.0,0.0,United Kingdom,0.6967857142857142,1.0,1124.71,0.0,224.942,0.0,253.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,2023-06-01 13:04:39,product_inquiry,phone,1.0,0.0,0.0,1,1,55.4,55.4,0_6_months,inactive_90_plus_days,low_support,mid_low_revenue,55.4,low_clv,85,high_risk
CUST0002135,3066-RRJIO,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,69.95,69.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,68.0,7.0,2009-12-21 16:32:00,2011-11-28 16:35:00,7.0,-861.0,1295.27,54.0,3.0,United Kingdom,0.6867647058823528,2.0,1299.52,4.25,185.03857142857143,0.04411764705882353,10.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,69.95,69.95,0_6_months,active_last_30_days,no_support,mid_low_revenue,69.95,low_clv,50,medium_risk
